77	1.27	1 	D	1.24->1.27	n'	1.24	FN	1.17->1.24	[A* phénomène] [R que] [A personne] [D n'] [F a] [D [E sans] [C doute] ] [P oublié] 	[ A* ] [ R ] [ A ] [ D ] [ F ] [ D [ E ] [ C ] ] [ P ]	[A*][R][A][D][F][D][P]
77	1.29	2 	D	1.24->1.29	[E sans] [C doute] 	1.24	FN	1.17->1.24	[A* phénomène] [R que] [A personne] [D n'] [F a] [D [E sans] [C doute] ] [P oublié] 	[ A* ] [ R ] [ A ] [ D ] [ F ] [ D [ E ] [ C ] ] [ P ]	[A*][R][A][D][F][D][P]
77	1.34	1 	D	1.35->1.34	Sans	1.35	FN	1.1->1.35	[A IMPLICIT] [D* Sans] [P parler] [A [R des] [C rumeurs] [E [R qui] [H [A* rumeurs] [P agitaient] [A [E les] [C populations] [E [R des] [C ports] ] ] ] [L et] [H [A* rumeurs] [P surexcitaient] [A [E l'] [C esprit] [E public] ] [A [R à] [E [E l'] [C intérieur] [R des] ] [C continents] ] ] ] ] 	[ A ] [ D* ] [ P ] [ A [ R ] [ C ] [ E [ R ] [ H [ A* ] [ P ] [ A [ E ] [ C ] [ E [ R ] [ C ] ] ] ] [ L ] [ H [ A* ] [ P ] [ A [ E ] [ C ] [ E ] ] [ A [ R ] [ E [ E ] [ C ] [ R ] ] [ C ] ] ] ] ]	[A][D*][P][A]
77	1.75	1 	D	1.66->1.75	particulièrement	1.66	FN	1.1->1.66	[A IMPLICIT] [A [E les] [C gens] [E [R de] [C mer] ] ] [F furent] [D particulièrement] [P émus] 	[ A ] [ A [ E ] [ C ] [ E [ R ] [ C ] ] ] [ F ] [ D ] [ P ]	[A][A][F][D][P]
77	1.142	5 	D	1.78->1.142	[R au] [E plus] [E haut] [C point] [U .] 	1.78	FN	1.1->1.78	[A [C [C [C [E Les] [C négociants] ] [U ,] [C [E* Les] [C armateurs] ] [U ,] [C [E* Les] [C capitaines] [E [R de] [C navires] ] ] [U ,] [C skippers] [N et] [C masters] ] [E [C [R de] [E l'] [C Europe] ] [N et] [C [R de] [E l'] [C Amérique] ] ] ] [U ,] [C [C officiers] [E [R des] [C marines] [E militaires] [E [R de] [E tous] [C pays] ] ] ] [U ,] [N et] [U ,] [C [R après] [F eux] [U ,] [E les] [C gouvernements] [E [R des] [E divers] [C États] [E [R des] [E deux] [C continents] ] ] ] ] [U ,] [P se préoccupèrent] [A [R de] [E ce] [C fait] ] [D [R au] [E plus] [E haut] [C point] [U .] ] 	[ A [ C [ C [ C [ E ] [ C ] ] [ U ] [ C [ ] [ C ] ] [ U ] [ C [ ] [ C ] [ E [ R ] [ C ] ] ] [ U ] [ C ] [ N ] [ C ] ] [ E [ C [ R ] [ E ] [ C ] ] [ N ] [ C [ R ] [ E ] [ C ] ] ] ] [ U ] [ C [ C ] [ E [ R ] [ C ] [ E ] [ E [ R ] [ E ] [ C ] ] ] ] [ U ] [ N ] [ U ] [ C [ R ] [ F ] [ U ] [ E ] [ C ] [ E [ R ] [ E ] [ C ] [ E [ R ] [ E ] [ C ] ] ] ] ] [ U ] [ P ] [ A [ R ] [ E ] [ C ] ] [ D [ R ] [ E ] [ E ] [ C ] [ U ] ]	[A][U][P][A][D]
78	1.41	1 	D	1.40->1.41	infiniment	1.40	FN	1.31->1.40	[A* objet] [D infiniment] [S [C [E plus] [C vaste] ] [N et] [C [E plus] [C rapide] ] ] [A [R qu'] [E une] [C baleine] [U .] ] 	[ A* ] [ D ] [ S [ C [ E ] [ C ] ] [ N ] [ C [ E ] [ C ] ] ] [ A [ R ] [ E ] [ C ] [ U ] ]	[A*][D][S][A]
79	1.25	2 	D	1.2->1.25	[E assez] [C exactement] 	1.2	FN	1.1->1.2	[A [E Les] [C faits] [E [A* faits] [S relatifs] [A [R à] [E cette] [C apparition] ] ] [U ,] [E [A IMPLICIT] [P consignés] [A [R aux] [E divers] [C livres] [E [R de] [C bord] ] ] ] ] [U ,] [P s' accordaient] [D [E assez] [C exactement] ] [A [C [R sur] [S [E la] [C structure] ] [A [C [C [R de] [E l'] [C objet] ] [N ou] [C [R de] [E l'] [C être] ] ] [E [R en] [C question] ] ] ] [U ,] [C [S [E la] [C vitesse] ] [D inouïe] [A [R de] [E ses] [C mouvements] ] ] [U ,] [C [S [E la] [C puissance] ] [D surprenante] [A [R de] [E sa] [C locomotion] ] ] [U ,] [C [E la] [C vie] [E particulière] [E [A* vie] [R dont] [A il] [G semblait] [P doué] ] ] ] 	[ A [ E ] [ C ] [ E [ A* ] [ S ] [ A [ R ] [ E ] [ C ] ] ] [ U ] [ E [ A ] [ P ] [ A [ R ] [ E ] [ C ] [ E [ R ] [ C ] ] ] ] ] [ U ] [ P ] [ D [ E ] [ C ] ] [ A [ C [ R ] [ S [ E ] [ C ] ] [ A [ C [ C [ R ] [ E ] [ C ] ] [ N ] [ C [ R ] [ E ] [ C ] ] ] [ E [ R ] [ C ] ] ] ] [ U ] [ C [ S [ E ] [ C ] ] [ D ] [ A [ R ] [ E ] [ C ] ] ] [ U ] [ C [ S [ E ] [ C ] ] [ D ] [ A [ R ] [ E ] [ C ] ] ] [ U ] [ C [ E ] [ C ] [ E ] [ E [ A* ] [ R ] [ A ] [ G ] [ P ] ] ] ]	[A][U][P][D][A]
79	1.53	1 	D	1.49->1.53	inouïe	1.49	FN	1.28->1.49	[S [E la] [C vitesse] ] [D inouïe] [A [R de] [E ses] [C mouvements] ] 	[ S [ E ] [ C ] ] [ D ] [ A [ R ] [ E ] [ C ] ]	[S][D][A]
79	1.63	1 	D	1.59->1.63	surprenante	1.59	FN	1.28->1.59	[S [E la] [C puissance] ] [D surprenante] [A [R de] [E sa] [C locomotion] ] 	[ S [ E ] [ C ] ] [ D ] [ A [ R ] [ E ] [ C ] ]	[S][D][A]
79	1.122	1 	D	1.107->1.122	n'	1.107	FN	1.1->1.107	[A [N Ni] [C Cuvier] [U ,] [N ni] [C Lacépède] [U ,] [N ni] [C M ... Dumeril] [U .] ... [U ,] [N ni] [C M ... de Quatrefages] [U .] ] [D n'] [F eussent] [P admis] [A [S [E l'] [C existence] ] [A [R d'] [E un] [E tel] [C monstre] ] ] 	[ A [ N ] [ C ] [ U ] [ N ] [ C ] [ U ] [ N ] [ C ] [ U ] [ U ] [ N ] [ C ] [ U ] ] [ D ] [ F ] [ P ] [ A [ S [ E ] [ C ] ] [ A [ R ] [ E ] [ E ] [ C ] ] ]	[A][D][F][P][A]
79	1.137	2 	D	1.136->1.137	[C à moins] [R de] 	1.136	FN	1.1->1.136	[D [C à moins] [R de] ] [A l'] [F avoir] [P vu] 	[ D [ C ] [ R ] ] [ A ] [ F ] [ P ]	[D][A][F][P]
80	1.72	1 	D	1.70->1.72	pouvait	1.70	FN	1.1->1.70	[A on] [D pouvait] [P affirmer] ... [A [R que] [A [E cet] [C être] [E phénoménal] ] [P dépassait] [D [E de] [C beaucoup] ] [A [E toutes] [E les] [C dimensions] [E [A* dimensions] [P admises] [T [R jusqu' à] [E ce] [C jour] ] [A [R par] [E les] [C ichtyologistes] ] ] ] ] 	[ A ] [ D ] [ P ] [ A [ R ] [ A [ E ] [ C ] [ E ] ] [ P ] [ D [ E ] [ C ] ] [ A [ E ] [ E ] [ C ] [ E [ A* ] [ P ] [ T [ R ] [ E ] [ C ] ] [ A [ R ] [ E ] [ C ] ] ] ] ]	[A][D][P][A]
80	1.84	2 	D	1.77->1.84	[E de] [C beaucoup] 	1.77	FN	1.70->1.77	[R que] [A [E cet] [C être] [E phénoménal] ] [P dépassait] [D [E de] [C beaucoup] ] [A [E toutes] [E les] [C dimensions] [E [A* dimensions] [P admises] [T [R jusqu' à] [E ce] [C jour] ] [A [R par] [E les] [C ichtyologistes] ] ] ] 	[ R ] [ A [ E ] [ C ] [ E ] ] [ P ] [ D [ E ] [ C ] ] [ A [ E ] [ E ] [ C ] [ E [ A* ] [ P ] [ T [ R ] [ E ] [ C ] ] [ A [ R ] [ E ] [ C ] ] ] ]	[R][A][P][D][A]
80	1.107	1 	D	1.104->1.107	toutefois	1.104	FN	1.1->1.104	[A il] [P existait] [D toutefois] [U .] 	[ A ] [ P ] [ D ] [ U ]	[A][P][D][U
81	1.17	2 	D	1.8->1.17	n' ... plus	1.8	FN	1.1->1.8	[A IMPLICIT] [A [E le] [C fait] [E [R en] [C lui ... même] [U -] ] ] [D n' ... plus] [F était] ... [P niable] 	[ A ] [ A [ E ] [ C ] [ E [ R ] [ C ] [ U ] ] ] [ D ] [ F ] [ P ]	[A][A][D][F][P]
81	1.72	1 	D	1.69->1.72	fallait	1.69	FN	1.1->1.69	[A IMPLICIT] [F il] [D fallait] [A y] [P renoncer] [U .] 	[ A ] [ F ] [ D ] [ A ] [ P ] [ U ]	[A][F][D][A][P][U
82	1.49	2 	D	1.43->1.49	se crut	1.43	FN	1.1->1.43	[A [E [E Le] [C capitaine] ] [C Baker] ] [D se crut] ... [P [R en] [C présence] ] [A [R d'] [E un] [C écueil] [E inconnu] ] 	[ A [ E [ E ] [ C ] ] [ C ] ] [ D ] [ P [ R ] [ C ] ] [ A [ R ] [ E ] [ C ] [ E ] ]	[A][D][P][A]
82	1.67	1 	D	1.62->1.67	même	1.62	FN	1.1->1.62	[A il] [P [E se] [C disposait] ] [D même] [A [F à] [A en] [P déterminer] [A [E la] [C situation] [E exacte] ] ] 	[ A ] [ P [ E ] [ C ] ] [ D ] [ A [ F ] [ A ] [ P ] [ A [ E ] [ C ] [ E ] ] ]	[A][P][D][A]
82	1.95	2 	D	1.78->1.95	[R en] [C sifflant] 	1.78	FN	1.1->1.78	[A [E deux] [C colonnes] [E [E d'] [C eau] ] [U ,] [E [A* colonnes] [P projetées] [A [R par] [E l'] [E inexplicable] [C objet] ] ] ] [U ,] [P s' élancèrent] [D [R en] [C sifflant] ] [A [R à] [E cent cinquante] [C pieds] ] [A [R dans] [E l'] [C air] ] 	[ A [ E ] [ C ] [ E [ E ] [ C ] ] [ U ] [ E [ A* ] [ P ] [ A [ R ] [ E ] [ E ] [ C ] ] ] ] [ U ] [ P ] [ D [ R ] [ C ] ] [ A [ R ] [ E ] [ C ] ] [ A [ R ] [ E ] [ C ] ]	[A][U][P][D][A][A]
82	1.115	1 	D	1.111->1.115	ne	1.111	FN	1.1->1.111	[A [E cet] [C écueil] ] [D ne] [F fût] [S soumis] [A [P [R aux] [C expansions] ] [D intermittentes] [A [R d'] [E un] [C geyser] ] ] 	[ A [ E ] [ C ] ] [ D ] [ F ] [ S ] [ A [ P [ R ] [ C ] ] [ D ] [ A [ R ] [ E ] [ C ] ] ]	[A][D][F][S][A]
82	1.122	1 	D	1.118->1.122	intermittentes	1.118	FN	1.111->1.118	[P [R aux] [C expansions] ] [D intermittentes] [A [R d'] [E un] [C geyser] ] 	[ P [ R ] [ C ] ] [ D ] [ A [ R ] [ E ] [ C ] ]	[P][D][A]
82	1.135	3 	D	1.128->1.135	bel et bien	1.128	FN	1.1->1.128	[A [E le] [C Governor ... Higginson] [U -] ] [F avait] [P affaire] [D bel et bien] [A [R à] [E quelque] [C mammifère] [E aquatique] [U ,] [E [A* mammifère] [S inconnu] [T [E jusque] [U -] [C là] ] ] [U ,] [E [A* mammifère] [R qui] [P rejetait] [A [R par] [E ses] [C évents] ] [A [E des] [C colonnes] [E [R d'] [C eau] ] [U ,] [E [A* colonnes] [S mélangées] [A [C [R d'] [C air] ] [N et] [C [R de] [C vapeur] [U .] ] ] ] ] ] ] 	[ A [ E ] [ C G ] [ U ] ] [ F ] [ P ] [ D ] [ A [ R ] [ E ] [ C ] [ E ] [ U ] [ E [ A* ] [ S ] [ T [ E ] [ U ] [ C ] ] ] [ U ] [ E [ A* ] [ R ] [ P ] [ A [ R ] [ E ] [ C ] ] [ A [ E ] [ C ] [ E [ R ] [ C ] ] [ U ] [ E [ A* ] [ S ] [ A [ C [ R ] [ C ] ] [ N ] [ C [ R ] [ C ] [ U ] ] ] ] ] ] ]	[A][F][P][D][A]
83	1.7	1 	D	1.2->1.7	également	1.2	FN	1.1->1.2	[A [E Pareil] [C fait] ] [F fut] [D également] [P observé] [T [E le] [C 23 juillet] [E [R de] [E la] [E même] [C année] ] ] [U ,] [A [R dans] [E les] [C mers] [E [R du] [C Pacifique] ] ] [U ,] [A [R par] [E le] [C Cristobal ... Colon] [U -] ... [U ,] [E [R de] [C West India and Pacific steam navigation Company] ] ] 	[ A [ E ] [ C ] ] [ F ] [ D ] [ P ] [ T [ E ] [ C ] [ E [ R ] [ E ] [ E ] [ C ] ] ] [ U ] [ A [ R ] [ E ] [ C ] [ E [ R ] [ C ] ] ] [ U ] [ A [ R ] [ E ] [ C C ] [ U ] [ U ] [ E [ R ] [ C P ] ] ]	[A][F][D][P][T][U][A][U][A]
